,Players_1,BattingOrder_1,inning_bat_1,Bat_Bowler_1,Bat_Dismissal_1,Bat_Runs_1,4s_1,6s_1,Ball Faced_1,Dots_1,BattingTeam_1,inning_bowl_1,Over_1,Runs_1,Wicket_1,Maiden_1,extra_1,fowRuns_1,wicketNumber_1,fowOver_1,Gender,Date,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Winner_runs,Winner_wickets,Method,Outcome
17640,Mohammad Irfan,DNB,2.0,-,DNB,-,-,-,-,-,Pakistan,1.0,9.0,57.0,1.0,2.0,2.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17641,Junaid Khan,DNB,2.0,-,DNB,-,-,-,-,-,Pakistan,1.0,9.0,39.0,4.0,1.0,9.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17642,Umar Gul,DNB,2.0,-,DNB,-,-,-,-,-,Pakistan,1.0,8.0,33.0,0.0,0.0,9.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17643,Saeed Ajmal,DNB,2.0,-,DNB,-,-,-,-,-,Pakistan,1.0,10.0,42.0,0.0,1.0,1.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17644,Nasir Jamshed,1,1.0,RA Jadeja,stumped,106.0,12.0,2.0,124.0,70.0,Pakistan,2.0,-,-,-,-,-,210.0,5.0,41.1,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17645,Mohammad Hafeez,2,1.0,RA Jadeja,bowled,76.0,10.0,0.0,74.0,40.0,Pakistan,2.0,10.0,29.0,1.0,0.0,0.0,141.0,1.0,23.5,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17646,Azhar Ali,3,1.0,RA Jadeja,run out,2.0,0.0,0.0,10.0,8.0,Pakistan,2.0,-,-,-,-,-,145.0,2.0,25.6,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17647,Younis Khan,4,1.0,SK Raina,lbw,10.0,0.0,0.0,20.0,11.0,Pakistan,2.0,-,-,-,-,-,177.0,3.0,34.3,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17648,Misbah-ul-Haq,5,1.0,R Ashwin,lbw,2.0,0.0,0.0,5.0,3.0,Pakistan,2.0,-,-,-,-,-,182.0,4.0,35.6,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17649,Shoaib Malik,6,1.0,I Sharma,caught,24.0,2.0,0.0,30.0,14.0,Pakistan,2.0,2.0,3.0,1.0,1.0,0.0,236.0,7.0,46.1,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17650,Kamran Akmal,7,1.0,RA Jadeja,caught,0.0,0.0,0.0,2.0,2.0,Pakistan,2.0,-,-,-,-,-,210.0,6.0,41.3,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17651,Umar Gul,8,1.0,I Sharma,bowled,17.0,1.0,1.0,17.0,8.0,Pakistan,2.0,7.0,17.0,2.0,0.0,7.0,250.0,9.0,48.1,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17652,Saeed Ajmal,9,1.0,B Kumar,caught,7.0,1.0,0.0,7.0,3.0,Pakistan,2.0,10.0,19.0,3.0,1.0,1.0,249.0,8.0,47.5,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17653,Mohammad Irfan,10,1.0,I Sharma,bowled,0.0,0.0,0.0,2.0,2.0,Pakistan,2.0,10.0,44.0,0.0,0.0,6.0,250.0,10.0,48.3,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17654,Junaid Khan,DNB,1.0,-,DNB,-,-,-,-,-,Pakistan,2.0,9.0,35.0,3.0,1.0,4.0,-,-,-,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17655,G Gambhir,1,2.0,Junaid Khan,bowled,11.0,1.0,0.0,24.0,18.0,India,1.0,-,-,-,-,-,42.0,1.0,9.5,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17656,V Sehwag,2,2.0,Umar Gul,lbw,31.0,3.0,0.0,43.0,32.0,India,1.0,-,-,-,-,-,59.0,3.0,14.4,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17657,V Kohli,3,2.0,Junaid Khan,caught,6.0,1.0,0.0,9.0,7.0,India,1.0,-,-,-,-,-,55.0,2.0,11.7,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17658,Yuvraj Singh,4,2.0,Umar Gul,caught,9.0,0.0,0.0,19.0,12.0,India,1.0,1.0,10.0,0.0,0.0,0.0,70.0,4.0,18.5,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17659,SK Raina,5,2.0,Mohammad Hafeez,stumped,18.0,1.0,0.0,42.0,29.0,India,1.0,2.0,13.0,1.0,0.0,0.0,95.0,5.0,25.6,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17660,MS Dhoni,6,2.0,-,not out,54.0,4.0,1.0,89.0,57.0,India,1.0,-,-,-,-,-,-,-,-,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17661,R Ashwin,7,2.0,Shoaib Malik,stumped,3.0,0.0,0.0,22.0,19.0,India,1.0,10.0,47.0,1.0,0.0,2.0,103.0,6.0,31.3,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17662,RA Jadeja,8,2.0,Saeed Ajmal,caught,13.0,0.0,0.0,23.0,12.0,India,1.0,10.0,41.0,4.0,1.0,0.0,131.0,7.0,39.2,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17663,B Kumar,9,2.0,Saeed Ajmal,lbw,0.0,0.0,0.0,2.0,2.0,India,1.0,9.0,61.0,1.0,0.0,0.0,131.0,8.0,39.4,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17664,AB Dinda,10,2.0,Saeed Ajmal,lbw,0.0,0.0,0.0,2.0,3.0,India,1.0,7.0,39.0,0.0,0.0,3.0,132.0,9.0,39.7,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17665,I Sharma,11,2.0,Junaid Khan,bowled,2.0,0.0,0.0,12.0,12.0,India,1.0,9.3,33.0,3.0,0.0,1.0,165.0,10.0,47.7,male,2013/01/03,2012/13,India,field,Nasir Jamshed,Pakistan,85.0,,,
17666,G Gambhir,1,1.0,Mohammad Irfan,caught,15.0,1.0,0.0,27.0,19.0,India,2.0,-,-,-,-,-,29.0,2.0,8.4,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17667,AM Rahane,2,1.0,Mohammad Irfan,caught,4.0,1.0,0.0,10.0,10.0,India,2.0,-,-,-,-,-,19.0,1.0,4.3,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17668,V Kohli,3,1.0,Junaid Khan,caught,7.0,1.0,0.0,17.0,14.0,India,2.0,-,-,-,-,-,37.0,3.0,9.3,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17669,Yuvraj Singh,4,1.0,Mohammad Hafeez,bowled,23.0,4.0,0.0,22.0,14.0,India,2.0,-,-,-,-,-,63.0,4.0,15.5,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17670,SK Raina,5,1.0,Saeed Ajmal,lbw,31.0,2.0,1.0,59.0,41.0,India,2.0,-,-,-,-,-,111.0,5.0,28.4,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17671,MS Dhoni,6,1.0,Umar Gul,caught,36.0,1.0,3.0,54.0,40.0,India,2.0,-,-,-,-,-,131.0,7.0,34.4,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17672,R Ashwin,7,1.0,Saeed Ajmal,lbw,0.0,0.0,0.0,1.0,1.0,India,2.0,10.0,36.0,2.0,1.0,11.0,111.0,6.0,28.5,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17673,RA Jadeja,8,1.0,Saeed Ajmal,caught,27.0,0.0,2.0,39.0,27.0,India,2.0,10.0,19.0,1.0,1.0,1.0,167.0,10.0,43.4,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17674,B Kumar,9,1.0,Saeed Ajmal,lbw,2.0,0.0,0.0,9.0,8.0,India,2.0,10.0,30.0,2.0,2.0,1.0,141.0,8.0,37.5,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17675,I Sharma,10,1.0,Saeed Ajmal,caught and bowled,5.0,1.0,0.0,15.0,13.0,India,2.0,10.0,34.0,3.0,0.0,2.0,160.0,9.0,41.6,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17676,Mohammed Shami,11,1.0,-,not out,0.0,0.0,0.0,5.0,5.0,India,2.0,9.0,23.0,2.0,4.0,0.0,-,-,-,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17677,Nasir Jamshed,1,2.0,R Ashwin,lbw,34.0,5.0,0.0,64.0,48.0,Pakistan,1.0,-,-,-,-,-,61.0,3.0,20.3,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17678,Kamran Akmal,2,2.0,B Kumar,lbw,0.0,0.0,0.0,3.0,3.0,Pakistan,1.0,-,-,-,-,-,3.0,1.0,2.1,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17679,Younis Khan,3,2.0,B Kumar,bowled,6.0,1.0,0.0,15.0,13.0,Pakistan,1.0,-,-,-,-,-,14.0,2.0,6.5,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17680,Misbah-ul-Haq,4,2.0,R Ashwin,caught,39.0,4.0,0.0,82.0,58.0,Pakistan,1.0,-,-,-,-,-,113.0,4.0,34.1,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17681,Umar Akmal,5,2.0,RA Jadeja,stumped,25.0,3.0,0.0,50.0,37.0,Pakistan,1.0,-,-,-,-,-,125.0,6.0,39.2,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17682,Shoaib Malik,6,2.0,I Sharma,lbw,5.0,1.0,0.0,13.0,11.0,Pakistan,1.0,-,-,-,-,-,119.0,5.0,36.3,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17683,Mohammad Hafeez,7,2.0,I Sharma,caught,21.0,2.0,0.0,30.0,19.0,Pakistan,1.0,10.0,42.0,1.0,0.0,2.0,157.0,10.0,48.7,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17684,Umar Gul,8,2.0,I Sharma,caught,11.0,2.0,0.0,27.0,23.0,Pakistan,1.0,8.0,42.0,1.0,1.0,8.0,144.0,7.0,46.2,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17685,Saeed Ajmal,9,2.0,Mohammed Shami,caught,1.0,0.0,0.0,4.0,3.0,Pakistan,1.0,9.4,23.0,5.0,1.0,2.0,145.0,8.0,47.2,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17686,Junaid Khan,10,2.0,Mohammed Shami,run out,0.0,0.0,0.0,1.0,1.0,Pakistan,1.0,9.0,15.0,1.0,1.0,5.0,145.0,9.0,47.3,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17687,Mohammad Irfan,11,2.0,-,not out,0.0,0.0,0.0,3.0,3.0,Pakistan,1.0,7.0,28.0,2.0,1.0,0.0,-,-,-,male,2013/01/06,2012/13,India,bat,MS Dhoni,India,10.0,,,
17688,J Charles,1,1.0,CB Mpofu,bowled,130.0,12.0,4.0,111.0,49.0,West Indies,2.0,-,-,-,-,-,248.0,2.0,38.6,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17689,KOA Powell,2,1.0,CB Mpofu,caught,79.0,7.0,2.0,86.0,43.0,West Indies,2.0,-,-,-,-,-,168.0,1.0,28.4,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17690,DM Bravo,3,1.0,-,not out,100.0,9.0,4.0,70.0,26.0,West Indies,2.0,-,-,-,-,-,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17691,AD Russell,4,1.0,N M'shangwe,caught,4.0,0.0,0.0,8.0,5.0,West Indies,2.0,7.0,22.0,2.0,0.0,2.0,266.0,3.0,41.3,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17692,DJ Bravo,5,1.0,KM Jarvis,caught,9.0,0.0,0.0,18.0,9.0,West Indies,2.0,8.0,26.0,2.0,0.0,8.0,302.0,4.0,47.2,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17693,RR Sarwan,6,1.0,-,not out,7.0,1.0,0.0,4.0,0.0,West Indies,2.0,-,-,-,-,-,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17694,KAJ Roach,DNB,1.0,-,DNB,-,-,-,-,-,West Indies,2.0,8.0,15.0,1.0,1.0,4.0,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17695,TL Best,DNB,1.0,-,DNB,-,-,-,-,-,West Indies,2.0,10.0,33.0,1.0,1.0,5.0,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17696,SP Narine,DNB,1.0,-,DNB,-,-,-,-,-,West Indies,2.0,10.0,28.0,3.0,4.0,0.0,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17697,N Deonarine,DNB,1.0,-,DNB,-,-,-,-,-,West Indies,2.0,7.0,35.0,0.0,0.0,3.0,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17698,V Sibanda,1,2.0,KAJ Roach,lbw,12.0,1.0,1.0,15.0,11.0,Zimbabwe,1.0,-,-,-,-,-,18.0,1.0,4.4,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17699,CJ Chibhabha,2,2.0,SP Narine,caught,6.0,1.0,0.0,16.0,13.0,Zimbabwe,1.0,3.0,19.0,0.0,0.0,0.0,22.0,2.0,5.3,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17700,H Masakadza,3,2.0,SP Narine,caught,4.0,0.0,0.0,10.0,8.0,Zimbabwe,1.0,5.0,35.0,0.0,0.0,0.0,31.0,3.0,9.2,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17701,BRM Taylor,4,2.0,TL Best,caught,8.0,1.0,0.0,22.0,18.0,Zimbabwe,1.0,-,-,-,-,-,34.0,4.0,10.5,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17702,CR Ervine,5,2.0,AD Russell,caught,41.0,4.0,1.0,50.0,34.0,Zimbabwe,1.0,-,-,-,-,-,92.0,5.0,23.5,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17703,MN Waller,6,2.0,DJ Bravo,caught,51.0,6.0,0.0,72.0,44.0,Zimbabwe,1.0,2.0,15.0,0.0,0.0,0.0,156.0,7.0,40.7,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17704,RW Chakabva,7,2.0,SP Narine,caught,4.0,0.0,0.0,19.0,15.0,Zimbabwe,1.0,-,-,-,-,-,115.0,6.0,29.3,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17705,P Utseya,8,2.0,-,not out,18.0,0.0,0.0,66.0,55.0,Zimbabwe,1.0,10.0,59.0,0.0,0.0,3.0,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17706,KM Jarvis,9,2.0,AD Russell,bowled,1.0,0.0,0.0,10.0,9.0,Zimbabwe,1.0,10.0,64.0,1.0,1.0,1.0,161.0,8.0,43.4,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17707,N M'shangwe,10,2.0,DJ Bravo,bowled,14.0,0.0,2.0,16.0,12.0,Zimbabwe,1.0,10.0,55.0,1.0,2.0,3.0,181.0,9.0,48.5,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17708,CB Mpofu,11,2.0,-,not out,0.0,0.0,0.0,1.0,1.0,Zimbabwe,1.0,10.0,82.0,2.0,0.0,1.0,-,-,-,male,2013/02/22,2012/13,Zimbabwe,field,J Charles,West Indies,156.0,,,
17709,TMK Mawoyo,1,1.0,SP Narine,lbw,9.0,0.0,0.0,25.0,19.0,Zimbabwe,2.0,-,-,-,-,-,23.0,1.0,9.1,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17710,V Sibanda,2,1.0,TL Best,caught,41.0,3.0,1.0,60.0,39.0,Zimbabwe,2.0,-,-,-,-,-,85.0,3.0,20.6,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17711,H Masakadza,3,1.0,DJ Bravo,bowled,6.0,1.0,0.0,13.0,10.0,Zimbabwe,2.0,6.0,36.0,1.0,0.0,2.0,30.0,2.0,12.3,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17712,BRM Taylor,4,1.0,V Permaul,caught,39.0,3.0,2.0,38.0,21.0,Zimbabwe,2.0,-,-,-,-,-,104.0,4.0,24.2,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17713,RW Chakabva,5,1.0,V Permaul,bowled,17.0,0.0,0.0,33.0,18.0,Zimbabwe,2.0,-,-,-,-,-,139.0,6.0,36.3,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17714,MN Waller,6,1.0,V Permaul,lbw,15.0,2.0,0.0,24.0,16.0,Zimbabwe,2.0,1.0,7.0,0.0,0.0,0.0,128.0,5.0,30.5,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17715,CJ Chibhabha,7,1.0,-,not out,48.0,3.0,2.0,59.0,37.0,Zimbabwe,2.0,1.0,6.0,0.0,0.0,0.0,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17716,CT Mutombodzi,8,1.0,KAJ Roach,run out,13.0,1.0,1.0,14.0,9.0,Zimbabwe,2.0,10.0,33.0,2.0,0.0,2.0,157.0,7.0,40.5,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17717,N M'shangwe,9,1.0,DJ Bravo,bowled,1.0,0.0,0.0,3.0,3.0,Zimbabwe,2.0,10.0,31.0,1.0,1.0,0.0,160.0,8.0,41.5,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17718,KM Jarvis,10,1.0,TL Best,caught and bowled,7.0,0.0,0.0,23.0,21.0,Zimbabwe,2.0,10.0,54.0,1.0,1.0,1.0,201.0,9.0,48.5,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17719,CB Mpofu,11,1.0,-,not out,2.0,0.0,0.0,4.0,2.0,Zimbabwe,2.0,8.2,36.0,0.0,0.0,7.0,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17720,KOA Powell,1,2.0,CT Mutombodzi,caught,42.0,5.0,0.0,52.0,29.0,West Indies,1.0,-,-,-,-,-,83.0,2.0,21.5,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17721,RR Sarwan,2,2.0,CT Mutombodzi,caught and bowled,19.0,2.0,0.0,42.0,32.0,West Indies,1.0,-,-,-,-,-,46.0,1.0,11.3,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17722,DM Bravo,3,2.0,-,not out,72.0,5.0,0.0,102.0,51.0,West Indies,1.0,-,-,-,-,-,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17723,N Deonarine,4,2.0,H Masakadza,caught,21.0,1.0,0.0,32.0,16.0,West Indies,1.0,4.0,15.0,0.0,1.0,0.0,120.0,3.0,30.6,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17724,DJ Bravo,5,2.0,KM Jarvis,caught,25.0,1.0,1.0,22.0,11.0,West Indies,1.0,10.0,56.0,2.0,1.0,3.0,167.0,5.0,38.3,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17725,D Ramdin,6,2.0,-,not out,24.0,2.0,0.0,26.0,13.0,West Indies,1.0,-,-,-,-,-,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17726,KA Pollard,7,2.0,N M'shangwe,run out,0.0,0.0,0.0,0.0,0.0,West Indies,1.0,-,-,-,-,-,121.0,4.0,31.2,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17727,KAJ Roach,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,7.0,14.0,1.0,2.0,2.0,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17728,TL Best,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,9.0,35.0,2.0,0.0,5.0,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17729,SP Narine,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,38.0,1.0,1.0,3.0,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17730,V Permaul,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,40.0,3.0,0.0,0.0,-,-,-,male,2013/02/26,2012/13,Zimbabwe,bat,DM Bravo,West Indies,,5.0,,
17731,WU Tharanga,1,1.0,DJ Bravo,caught,25.0,3.0,0.0,43.0,31.0,Sri Lanka,2.0,-,-,-,-,-,62.0,1.0,13.1,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17732,DPMD Jayawardene,2,1.0,SP Narine,caught,52.0,7.0,0.0,51.0,24.0,Sri Lanka,2.0,-,-,-,-,-,85.0,2.0,17.5,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17733,KC Sangakkara,3,1.0,SP Narine,caught,17.0,1.0,0.0,23.0,12.0,Sri Lanka,2.0,-,-,-,-,-,104.0,3.0,21.6,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17734,LD Chandimal,4,1.0,MN Samuels,caught,21.0,1.0,1.0,37.0,25.0,Sri Lanka,2.0,-,-,-,-,-,140.0,4.0,31.1,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17735,AD Mathews,5,1.0,-,not out,55.0,5.0,0.0,75.0,43.0,Sri Lanka,2.0,5.0,28.0,0.0,0.0,2.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17736,HDRL Thirimanne,6,1.0,R Rampaul,caught,6.0,1.0,0.0,19.0,16.0,Sri Lanka,2.0,-,-,-,-,-,151.0,5.0,35.4,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17737,KMDN Kulasekara,7,1.0,R Rampaul,caught,2.0,0.0,0.0,6.0,5.0,Sri Lanka,2.0,8.0,39.0,2.0,1.0,1.0,159.0,6.0,37.2,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17738,BMAJ Mendis,8,1.0,SP Narine,caught,5.0,0.0,0.0,12.0,8.0,Sri Lanka,2.0,1.5,7.0,0.0,1.0,0.0,176.0,7.0,41.1,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17739,HMRKB Herath,9,1.0,R Rampaul,caught,4.0,0.0,0.0,8.0,5.0,Sri Lanka,2.0,6.0,37.0,1.0,0.0,0.0,190.0,8.0,44.1,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17740,SL Malinga,10,1.0,SP Narine,lbw,8.0,0.0,1.0,8.0,6.0,Sri Lanka,2.0,7.0,33.0,0.0,0.0,7.0,205.0,9.0,47.3,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17741,BAW Mendis,11,1.0,DJ Bravo,caught,2.0,0.0,0.0,5.0,4.0,Sri Lanka,2.0,10.0,44.0,1.0,0.0,11.0,208.0,10.0,48.3,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17742,CH Gayle,1,2.0,BAW Mendis,caught,109.0,9.0,7.0,96.0,56.0,West Indies,1.0,-,-,-,-,-,181.0,2.0,30.6,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17743,J Charles,2,2.0,HMRKB Herath,caught,29.0,1.0,2.0,57.0,43.0,West Indies,1.0,-,-,-,-,-,115.0,1.0,20.2,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17744,DM Bravo,3,2.0,KMDN Kulasekara,run out,27.0,4.0,0.0,29.0,17.0,West Indies,1.0,-,-,-,-,-,190.0,3.0,31.4,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17745,MN Samuels,4,2.0,-,not out,15.0,1.0,1.0,24.0,17.0,West Indies,1.0,4.0,10.0,1.0,0.0,2.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17746,KA Pollard,5,2.0,KMDN Kulasekara,lbw,0.0,0.0,0.0,4.0,4.0,West Indies,1.0,-,-,-,-,-,193.0,4.0,33.4,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17747,DJ Bravo,6,2.0,-,not out,8.0,2.0,0.0,11.0,9.0,West Indies,1.0,7.3,37.0,2.0,0.0,0.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17748,KAJ Roach,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,7.0,41.0,0.0,1.0,0.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17749,R Rampaul,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,35.0,3.0,0.0,4.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17750,DJG Sammy,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,34.0,0.0,0.0,1.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17751,SP Narine,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,40.0,4.0,0.0,4.0,-,-,-,male,2013/06/28,2013,West Indies,field,CH Gayle,West Indies,,6.0,,
17752,RG Sharma,1,1.0,DJG Sammy,caught,60.0,4.0,1.0,87.0,56.0,India,2.0,-,-,-,-,-,124.0,4.0,30.6,male,2013/06/30,2013,West Indies,field,J Charles,West Indies,,1.0,,
17753,S Dhawan,2,1.0,KAJ Roach,caught and bowled,11.0,2.0,0.0,9.0,6.0,India,2.0,-,-,-,-,-,25.0,1.0,4.2,male,2013/06/30,2013,West Indies,field,J Charles,West Indies,,1.0,,
