,Players_1,BattingOrder_1,inning_bat_1,Bat_Bowler_1,Bat_Dismissal_1,Bat_Runs_1,4s_1,6s_1,Ball Faced_1,Dots_1,BattingTeam_1,inning_bowl_1,Over_1,Runs_1,Wicket_1,Maiden_1,extra_1,fowRuns_1,wicketNumber_1,fowOver_1,Gender,Date,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Winner_runs,Winner_wickets,Method,Outcome
17529,Mushfiqur Rahim,5,2.0,-,not out,16.0,3.0,0.0,22.0,16.0,Bangladesh,1.0,-,-,-,-,-,-,-,-,male,2012/11/30,2012/13,West Indies,bat,Sohag Gazi,Bangladesh,,7.0,,
17530,Mashrafe Mortaza,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,9.0,39.0,1.0,2.0,1.0,-,-,-,male,2012/11/30,2012/13,West Indies,bat,Sohag Gazi,Bangladesh,,7.0,,
17531,Abul Hasan,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,8.0,44.0,0.0,0.0,1.0,-,-,-,male,2012/11/30,2012/13,West Indies,bat,Sohag Gazi,Bangladesh,,7.0,,
17532,Sohag Gazi,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,9.5,27.0,4.0,2.0,2.0,-,-,-,male,2012/11/30,2012/13,West Indies,bat,Sohag Gazi,Bangladesh,,7.0,,
17533,Abdur Razzak,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,10.0,34.0,3.0,1.0,5.0,-,-,-,male,2012/11/30,2012/13,West Indies,bat,Sohag Gazi,Bangladesh,,7.0,,
17534,Mahmudullah,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,9.0,27.0,2.0,0.0,2.0,-,-,-,male,2012/11/30,2012/13,West Indies,bat,Sohag Gazi,Bangladesh,,7.0,,
17535,Tamim Iqbal,1,1.0,AD Russell,caught,5.0,1.0,0.0,9.0,9.0,Bangladesh,2.0,-,-,-,-,-,9.0,1.0,3.1,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17536,Anamul Haque,2,1.0,R Rampaul,caught,120.0,13.0,2.0,144.0,83.0,Bangladesh,2.0,-,-,-,-,-,265.0,6.0,48.3,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17537,Naeem Islam,3,1.0,R Rampaul,caught,6.0,1.0,0.0,11.0,8.0,Bangladesh,2.0,7.0,27.0,1.0,0.0,1.0,21.0,2.0,6.5,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17538,Mushfiqur Rahim,4,1.0,R Rampaul,caught,79.0,8.0,1.0,85.0,41.0,Bangladesh,2.0,-,-,-,-,-,195.0,3.0,36.4,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17539,Nasir Hossain,5,1.0,R Rampaul,caught,4.0,0.0,0.0,10.0,7.0,Bangladesh,2.0,-,-,-,-,-,201.0,4.0,38.5,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17540,Mominul Haque,6,1.0,R Rampaul,caught,31.0,2.0,1.0,28.0,12.0,Bangladesh,2.0,-,-,-,-,-,265.0,5.0,48.2,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17541,Mashrafe Mortaza,7,1.0,-,not out,18.0,1.0,2.0,5.0,1.0,Bangladesh,2.0,6.0,25.0,1.0,0.0,1.0,-,-,-,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17542,Mahmudullah,8,1.0,-,not out,3.0,0.0,0.0,2.0,3.0,Bangladesh,2.0,5.0,26.0,2.0,0.0,2.0,-,-,-,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17543,Sohag Gazi,DNB,1.0,-,DNB,-,-,-,-,-,Bangladesh,2.0,7.1,20.0,3.0,1.0,2.0,-,-,-,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17544,Abdur Razzak,DNB,1.0,-,DNB,-,-,-,-,-,Bangladesh,2.0,5.0,18.0,3.0,0.0,1.0,-,-,-,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17545,Abul Hasan,DNB,1.0,-,DNB,-,-,-,-,-,Bangladesh,2.0,1.0,8.0,0.0,0.0,1.0,-,-,-,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17546,LMP Simmons,1,2.0,Sohag Gazi,caught,9.0,0.0,1.0,14.0,11.0,West Indies,1.0,-,-,-,-,-,11.0,1.0,4.4,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17547,CH Gayle,2,2.0,Mashrafe Mortaza,caught,15.0,2.0,1.0,22.0,18.0,West Indies,1.0,-,-,-,-,-,32.0,2.0,7.4,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17548,DM Bravo,3,2.0,Abdur Razzak,caught,28.0,3.0,0.0,40.0,25.0,West Indies,1.0,-,-,-,-,-,78.0,5.0,18.2,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17549,MN Samuels,4,2.0,Sohag Gazi,caught,16.0,1.0,0.0,21.0,11.0,West Indies,1.0,7.0,46.0,0.0,0.0,6.0,63.0,3.0,13.5,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17550,DR Smith,5,2.0,Abdur Razzak,lbw,0.0,0.0,0.0,3.0,4.0,West Indies,1.0,9.0,45.0,0.0,0.0,2.0,65.0,4.0,14.7,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17551,KA Pollard,6,2.0,Naeem Islam,bowled,25.0,1.0,0.0,35.0,14.0,West Indies,1.0,-,-,-,-,-,111.0,8.0,27.3,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17552,DC Thomas,7,2.0,Abdur Razzak,bowled,0.0,0.0,0.0,2.0,2.0,West Indies,1.0,-,-,-,-,-,78.0,6.0,18.4,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17553,DJG Sammy,8,2.0,Mahmudullah,caught,12.0,0.0,1.0,19.0,13.0,West Indies,1.0,5.0,35.0,0.0,0.0,0.0,100.0,7.0,24.5,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17554,AD Russell,9,2.0,Mahmudullah,run out,9.0,1.0,0.0,15.0,9.0,West Indies,1.0,9.0,58.0,1.0,0.0,0.0,132.0,9.0,30.7,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17555,SP Narine,10,2.0,Sohag Gazi,caught,10.0,1.0,0.0,14.0,12.0,West Indies,1.0,10.0,38.0,0.0,1.0,12.0,132.0,10.0,31.1,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17556,R Rampaul,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,44.0,5.0,1.0,6.0,-,-,-,male,2012/12/02,2012/13,West Indies,field,Anamul Haque,Bangladesh,160.0,,,
17557,Tamim Iqbal,1,1.0,SP Narine,caught,22.0,3.0,0.0,30.0,17.0,Bangladesh,2.0,-,-,-,-,-,57.0,1.0,12.2,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17558,Anamul Haque,2,1.0,SP Narine,lbw,33.0,3.0,1.0,51.0,40.0,Bangladesh,2.0,-,-,-,-,-,67.0,3.0,14.4,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17559,Naeem Islam,3,1.0,SP Narine,caught,4.0,1.0,0.0,2.0,1.0,Bangladesh,2.0,5.0,21.0,1.0,1.0,0.0,61.0,2.0,12.4,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17560,Mushfiqur Rahim,4,1.0,V Permaul,caught,38.0,2.0,0.0,58.0,34.0,Bangladesh,2.0,-,-,-,-,-,168.0,6.0,35.6,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17561,Nasir Hossain,5,1.0,V Permaul,caught,6.0,1.0,0.0,7.0,4.0,Bangladesh,2.0,-,-,-,-,-,78.0,4.0,17.1,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17562,Mominul Haque,6,1.0,CH Gayle,caught,12.0,2.0,0.0,19.0,16.0,Bangladesh,2.0,3.0,9.0,0.0,0.0,0.0,110.0,5.0,22.4,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17563,Mahmudullah,7,1.0,DR Smith,caught,52.0,3.0,1.0,70.0,39.0,Bangladesh,2.0,9.0,35.0,1.0,0.0,12.0,210.0,8.0,45.6,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17564,Mashrafe Mortaza,8,1.0,SP Narine,stumped,0.0,0.0,0.0,11.0,11.0,Bangladesh,2.0,6.0,34.0,2.0,0.0,0.0,171.0,7.0,38.3,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17565,Sohag Gazi,9,1.0,DJG Sammy,caught,30.0,5.0,0.0,34.0,21.0,Bangladesh,2.0,9.0,34.0,0.0,1.0,3.0,227.0,10.0,49.1,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17566,Abdur Razzak,10,1.0,DJG Sammy,caught,3.0,0.0,0.0,5.0,3.0,Bangladesh,2.0,10.0,34.0,2.0,0.0,4.0,225.0,9.0,47.6,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17567,Rubel Hossain,11,1.0,-,not out,1.0,0.0,0.0,4.0,3.0,Bangladesh,2.0,5.0,41.0,0.0,0.0,1.0,-,-,-,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17568,CH Gayle,1,2.0,Mashrafe Mortaza,caught,4.0,1.0,0.0,12.0,11.0,West Indies,1.0,10.0,25.0,1.0,1.0,11.0,15.0,1.0,3.6,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17569,KOA Powell,2,2.0,Mahmudullah,stumped,47.0,4.0,1.0,56.0,32.0,West Indies,1.0,-,-,-,-,-,126.0,2.0,26.3,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17570,MN Samuels,3,2.0,Mashrafe Mortaza,caught,126.0,17.0,2.0,147.0,95.0,West Indies,1.0,1.0,7.0,0.0,0.0,1.0,222.0,6.0,46.1,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17571,DM Bravo,4,2.0,Naeem Islam,caught,13.0,2.0,0.0,23.0,19.0,West Indies,1.0,-,-,-,-,-,158.0,3.0,33.4,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17572,DR Smith,5,2.0,Abdur Razzak,caught,4.0,0.0,0.0,12.0,8.0,West Indies,1.0,3.0,14.0,1.0,0.0,0.0,171.0,4.0,37.4,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17573,KA Pollard,6,2.0,Abdur Razzak,bowled,1.0,0.0,0.0,3.0,2.0,West Indies,1.0,2.0,20.0,0.0,0.0,1.0,182.0,5.0,39.5,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17574,DC Thomas,7,2.0,-,not out,12.0,1.0,0.0,22.0,13.0,West Indies,1.0,-,-,-,-,-,-,-,-,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17575,DJG Sammy,8,2.0,-,not out,1.0,0.0,0.0,2.0,1.0,West Indies,1.0,9.1,44.0,2.0,0.0,3.0,-,-,-,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17576,R Rampaul,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,4.0,18.0,0.0,0.0,1.0,-,-,-,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17577,SP Narine,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,34.0,4.0,0.0,7.0,-,-,-,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17578,V Permaul,DNB,2.0,-,DNB,-,-,-,-,-,West Indies,1.0,10.0,39.0,2.0,0.0,2.0,-,-,-,male,2012/12/05,2012/13,West Indies,field,MN Samuels,West Indies,,4.0,,
17579,CH Gayle,1,1.0,Mashrafe Mortaza,caught,16.0,1.0,1.0,24.0,18.0,West Indies,2.0,-,-,-,-,-,29.0,1.0,5.6,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17580,KOA Powell,2,1.0,Elias Sunny,lbw,26.0,4.0,0.0,43.0,32.0,West Indies,2.0,-,-,-,-,-,75.0,4.0,19.3,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17581,MN Samuels,3,1.0,Elias Sunny,caught,27.0,3.0,0.0,42.0,26.0,West Indies,2.0,-,-,-,-,-,71.0,2.0,17.1,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17582,DR Smith,4,1.0,Abdur Razzak,bowled,0.0,0.0,0.0,1.0,1.0,West Indies,2.0,2.1,7.0,2.0,0.0,0.0,75.0,3.0,18.1,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17583,DM Bravo,5,1.0,Sohag Gazi,caught and bowled,34.0,3.0,0.0,61.0,40.0,West Indies,2.0,-,-,-,-,-,145.0,7.0,42.5,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17584,KA Pollard,6,1.0,Mahmudullah,caught,2.0,0.0,0.0,14.0,12.0,West Indies,2.0,-,-,-,-,-,79.0,5.0,23.3,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17585,DC Thomas,7,1.0,Mahmudullah,bowled,10.0,1.0,0.0,33.0,29.0,West Indies,2.0,-,-,-,-,-,102.0,6.0,31.4,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17586,DJG Sammy,8,1.0,-,not out,60.0,5.0,2.0,62.0,34.0,West Indies,2.0,8.0,25.0,3.0,1.0,6.0,-,-,-,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17587,V Permaul,9,1.0,Mahmudullah,caught,1.0,0.0,0.0,3.0,2.0,West Indies,2.0,8.0,34.0,2.0,0.0,2.0,155.0,8.0,43.6,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17588,SP Narine,10,1.0,Abdur Razzak,caught,13.0,2.0,0.0,8.0,2.0,West Indies,2.0,8.0,22.0,1.0,1.0,10.0,175.0,9.0,46.2,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17589,KAJ Roach,11,1.0,-,not out,3.0,0.0,0.0,7.0,7.0,West Indies,2.0,8.0,22.0,2.0,0.0,8.0,-,-,-,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17590,Tamim Iqbal,1,2.0,KAJ Roach,bowled,1.0,0.0,0.0,7.0,8.0,Bangladesh,1.0,-,-,-,-,-,4.0,3.0,2.3,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17591,Anamul Haque,2,2.0,DJG Sammy,caught and bowled,1.0,0.0,0.0,5.0,4.0,Bangladesh,1.0,-,-,-,-,-,3.0,1.0,1.4,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17592,Naeem Islam,3,2.0,DJG Sammy,caught,0.0,0.0,0.0,1.0,1.0,Bangladesh,1.0,-,-,-,-,-,3.0,2.0,1.5,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17593,Mushfiqur Rahim,4,2.0,SP Narine,stumped,27.0,2.0,0.0,58.0,41.0,Bangladesh,1.0,-,-,-,-,-,87.0,6.0,21.2,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17594,Nasir Hossain,5,2.0,KAJ Roach,caught,2.0,0.0,0.0,3.0,3.0,Bangladesh,1.0,-,-,-,-,-,7.0,4.0,2.7,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17595,Mominul Haque,6,2.0,DJG Sammy,caught,1.0,0.0,0.0,7.0,7.0,Bangladesh,1.0,-,-,-,-,-,13.0,5.0,5.3,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17596,Mahmudullah,7,2.0,-,not out,56.0,7.0,0.0,75.0,53.0,Bangladesh,1.0,10.0,38.0,3.0,1.0,8.0,-,-,-,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17597,Sohag Gazi,8,2.0,V Permaul,caught,13.0,1.0,0.0,22.0,15.0,Bangladesh,1.0,10.0,38.0,1.0,1.0,5.0,113.0,7.0,27.2,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17598,Elias Sunny,9,2.0,V Permaul,bowled,0.0,0.0,0.0,1.0,1.0,Bangladesh,1.0,10.0,21.0,2.0,2.0,0.0,113.0,8.0,27.3,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17599,Mashrafe Mortaza,10,2.0,DR Smith,lbw,6.0,0.0,0.0,16.0,12.0,Bangladesh,1.0,10.0,49.0,1.0,0.0,5.0,132.0,9.0,32.5,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17600,Abdur Razzak,11,2.0,DR Smith,caught,3.0,0.0,0.0,6.0,3.0,Bangladesh,1.0,10.0,46.0,2.0,1.0,1.0,136.0,10.0,34.1,male,2012/12/07,2012/13,Bangladesh,field,DJG Sammy,West Indies,75.0,,,
17601,KOA Powell,1,1.0,Sohag Gazi,stumped,11.0,2.0,0.0,8.0,4.0,West Indies,2.0,-,-,-,-,-,16.0,1.0,2.5,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17602,CH Gayle,2,1.0,Shafiul Islam,caught,2.0,0.0,0.0,19.0,20.0,West Indies,2.0,-,-,-,-,-,17.0,3.0,7.2,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17603,MN Samuels,3,1.0,Shafiul Islam,run out,1.0,0.0,0.0,11.0,10.0,West Indies,2.0,1.0,7.0,0.0,0.0,0.0,17.0,2.0,5.2,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17604,DM Bravo,4,1.0,Mahmudullah,caught,51.0,3.0,1.0,104.0,80.0,West Indies,2.0,-,-,-,-,-,188.0,6.0,40.1,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17605,KA Pollard,5,1.0,Mominul Haque,bowled,85.0,5.0,8.0,74.0,48.0,West Indies,2.0,-,-,-,-,-,149.0,4.0,31.5,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17606,DJG Sammy,6,1.0,Mominul Haque,caught,2.0,0.0,0.0,6.0,4.0,West Indies,2.0,5.0,17.0,0.0,1.0,8.0,151.0,5.0,33.1,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17607,DC Thomas,7,1.0,Shafiul Islam,caught,25.0,2.0,0.0,31.0,16.0,West Indies,2.0,-,-,-,-,-,217.0,9.0,47.4,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17608,AD Russell,8,1.0,Mahmudullah,lbw,0.0,0.0,0.0,4.0,4.0,West Indies,2.0,10.0,46.0,0.0,0.0,6.0,188.0,7.0,40.5,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17609,V Permaul,9,1.0,Sohag Gazi,run out,10.0,1.0,0.0,17.0,11.0,West Indies,2.0,9.0,39.0,0.0,0.0,4.0,204.0,8.0,44.7,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17610,SP Narine,10,1.0,-,not out,7.0,0.0,0.0,8.0,2.0,West Indies,2.0,10.0,33.0,3.0,1.0,5.0,-,-,-,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17611,KAJ Roach,11,1.0,Shafiul Islam,lbw,0.0,0.0,0.0,2.0,2.0,West Indies,2.0,9.0,52.0,5.0,0.0,4.0,217.0,10.0,47.6,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17612,Tamim Iqbal,1,2.0,KAJ Roach,bowled,8.0,2.0,0.0,8.0,6.0,Bangladesh,1.0,-,-,-,-,-,8.0,1.0,2.2,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17613,Anamul Haque,2,2.0,KAJ Roach,caught,0.0,0.0,0.0,9.0,9.0,Bangladesh,1.0,-,-,-,-,-,9.0,2.0,2.6,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17614,Jahurul Islam,3,2.0,KAJ Roach,caught,10.0,1.0,0.0,19.0,17.0,Bangladesh,1.0,-,-,-,-,-,30.0,3.0,8.1,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17615,Mushfiqur Rahim,4,2.0,SP Narine,bowled,44.0,7.0,0.0,55.0,39.0,Bangladesh,1.0,-,-,-,-,-,133.0,5.0,24.1,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17616,Mahmudullah,5,2.0,SP Narine,bowled,48.0,7.0,0.0,44.0,30.0,Bangladesh,1.0,10.0,32.0,2.0,1.0,7.0,121.0,4.0,20.7,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17617,Nasir Hossain,6,2.0,-,not out,39.0,2.0,1.0,51.0,27.0,Bangladesh,1.0,-,-,-,-,-,-,-,-,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17618,Mominul Haque,7,2.0,SP Narine,lbw,25.0,3.0,0.0,49.0,38.0,Bangladesh,1.0,2.0,11.0,2.0,0.0,3.0,186.0,6.0,38.1,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17619,Sohag Gazi,8,2.0,KAJ Roach,caught,19.0,3.0,0.0,19.0,11.0,Bangladesh,1.0,10.0,25.0,2.0,2.0,9.0,214.0,7.0,42.4,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17620,Abdur Razzak,9,2.0,KAJ Roach,lbw,0.0,0.0,0.0,1.0,2.0,Bangladesh,1.0,9.0,37.0,0.0,1.0,3.0,215.0,8.0,42.6,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17621,Elias Sunny,10,2.0,-,not out,1.0,0.0,0.0,4.0,3.0,Bangladesh,1.0,8.0,58.0,0.0,0.0,1.0,-,-,-,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17622,Shafiul Islam,DNB,2.0,-,DNB,-,-,-,-,-,Bangladesh,1.0,9.0,31.0,4.0,4.0,0.0,-,-,-,male,2012/12/08,2012/13,Bangladesh,field,Mahmudullah,Bangladesh,,2.0,,
17623,G Gambhir,1,1.0,Mohammad Irfan,bowled,8.0,1.0,0.0,17.0,14.0,India,2.0,-,-,-,-,-,17.0,2.0,4.4,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17624,V Sehwag,2,1.0,Junaid Khan,bowled,4.0,1.0,0.0,7.0,10.0,India,2.0,-,-,-,-,-,17.0,1.0,3.5,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17625,V Kohli,3,1.0,Junaid Khan,bowled,0.0,0.0,0.0,5.0,5.0,India,2.0,3.0,21.0,0.0,0.0,0.0,19.0,3.0,5.4,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17626,Yuvraj Singh,4,1.0,Junaid Khan,bowled,2.0,0.0,0.0,3.0,2.0,India,2.0,5.0,33.0,0.0,0.0,0.0,20.0,4.0,5.6,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17627,RG Sharma,5,1.0,Junaid Khan,caught,4.0,0.0,0.0,14.0,11.0,India,2.0,-,-,-,-,-,29.0,5.0,9.4,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17628,SK Raina,6,1.0,Mohammad Hafeez,bowled,43.0,2.0,0.0,86.0,60.0,India,2.0,3.0,23.0,0.0,0.0,0.0,102.0,6.0,33.2,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17629,MS Dhoni,7,1.0,-,not out,113.0,7.0,3.0,123.0,63.0,India,2.0,-,-,-,-,-,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17630,R Ashwin,8,1.0,-,not out,31.0,2.0,0.0,38.0,16.0,India,2.0,10.0,33.0,0.0,0.0,1.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17631,B Kumar,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,9.0,26.0,2.0,2.0,5.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17632,I Sharma,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,10.0,38.0,1.0,0.0,1.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17633,AB Dinda,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,9.1,44.0,1.0,0.0,3.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17634,Mohammad Hafeez,1,2.0,B Kumar,bowled,0.0,0.0,0.0,1.0,1.0,Pakistan,1.0,10.0,26.0,1.0,2.0,0.0,0.0,1.0,0.1,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17635,Azhar Ali,2,2.0,B Kumar,caught,9.0,0.0,0.0,37.0,32.0,Pakistan,1.0,-,-,-,-,-,21.0,2.0,10.2,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17636,Nasir Jamshed,3,2.0,-,not out,101.0,5.0,1.0,131.0,64.0,Pakistan,1.0,-,-,-,-,-,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17637,Younis Khan,4,2.0,AB Dinda,caught,58.0,3.0,1.0,60.0,25.0,Pakistan,1.0,-,-,-,-,-,133.0,3.0,30.3,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17638,Misbah-ul-Haq,5,2.0,I Sharma,bowled,16.0,1.0,0.0,24.0,13.0,Pakistan,1.0,-,-,-,-,-,172.0,4.0,38.2,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
17639,Shoaib Malik,6,2.0,-,not out,34.0,3.0,0.0,34.0,14.0,Pakistan,1.0,4.0,8.0,0.0,0.0,1.0,-,-,-,male,2012/12/30,2012/13,Pakistan,field,MS Dhoni,Pakistan,,6.0,,
